 ,address,city,floor,id,latitude,longitude,price,rooms,sq,year
1069,Stare Miasto Naramowice ul. Czarnucha,Poznan,0,1119,52.4499763,16.9527562,342459.6,2,49.56,2022
1070,皋liborz Stary 皋liborz Bitwy pod Rokitn�,Warszawa,6,10822,52.2319581,21.0067249,2800000,3,150,2002
1071,Nowa Huta Czy篡ny So速ysowska,Krakow,0,24277,50.0605887,20.0240353,299000,1,32.67,2021
1072,Mokot闚 Bachmacka,Warszawa,4,16570,52.1933481,21.005482,449000,1,36,1956
1073,Bemowo Powsta鎍闚 零kich,Warszawa,4,7444,52.2391078,20.9130415,475000,3,51.48,1975
1074,Grzeg鏎zki ul. Grzeg鏎zecka,Krakow,2,28746,50.0587885,19.9500605,368011,1,27.67,2020
1075,鏚mieie ul. Chmielna,Warszawa,4,6434,52.2324839,21.0175323,625000,2,45.31,1966
1076,Bia這喚ka ul. G喚bocka,Warszawa,1,10231,52.3234679,21.0670915,301458,2,37.12,2020
1077,Podg鏎ze ul. Stanis豉wa Klimeckiego,Krakow,3,24917,50.0492242,19.9703793,469000,2,39.18,2021
1078,Praga-P馧noc ul. Szwedzka,Warszawa,1,12279,52.2634539,21.0453302,591449.04,2,46.41,2022
1079,Bie鎍zyce os. Kazimierzowskie,Krakow,3,29893,50.0861204,20.0244875,298000,2,38,1972
1080,Stare Miasto al. Zygmunta Krasi雟kiego,Krakow,1,29506,50.0625427,19.918772,849000,3,101,1930
1081,Wilda D瑿iec,Poznan,10,1507,52.3711081,16.9163707,399000,2,36.96,2020
1082,D瑿niki Ruczaj,Krakow,0,20033,50.0230156,19.9083637,680000,3,67,2009
1083,Nowe Miasto Malta ul. Katowicka,Poznan,4,5850,52.3973449,16.9619394,429887.5,3,49.13,2022
1084,Podg鏎ze Duchackie Wola Duchacka,Krakow,4,26728,50.0146222,19.953758,460000,2,49,2004
1085,Mokot闚 Ciechoci雟ka,Warszawa,3,15598,52.1785351,21.0671773,928000,4,82.1,2021
1086,Je篡ce Wola os. Lotnictwa Polskiego,Poznan,3,342,52.422511,16.8673444,385000,2,53.4,1994
1087,Wilda D瑿iec Racjonalizator闚,Poznan,1,2527,52.3667939,16.9057089,330001,2,45,1970
1088,Bia這喚ka,Warszawa,2,15743,52.3196649,21.0211773,308000,2,34,2020
1089,Podg鏎ze,Krakow,3,25000,50.0430999,19.9529614,269000,1,35.44,2020
1090,Bemowo,Warszawa,0,7051,52.2389738,20.9132881,669000,3,59,2019
1091,Wawer,Warszawa,4,16352,52.2203581,21.1370825,469000,4,55,1960
1092,皋liborz Adama Mickiewicza,Warszawa,7,16493,52.2210915,21.0181492,560000,2,48.97,1980
1093,Wola ul. Fort Wola,Warszawa,1,15755,52.2245069,20.9293579,599000,2,52,2020
1094,Bie瘸n闚-Prokocim Bie瘸n闚,Krakow,2,22725,50.0128958,20.0258584,349000,2,36,1982
1095,Ursyn闚 W預ozowa,Warszawa,3,12613,52.2319581,21.0067249,599000,2,60,2001
1096,D瑿niki,Krakow,3,26951,50.0518611,19.9270367,1606684,4,92.53,2019
1097,Bie瘸n闚-Prokocim Z這cie�,Krakow,1,23196,50.0225216,20.0481276,276200,2,35.88,2021
1098,Bie瘸n闚-Prokocim,Krakow,1,28249,50.01706235,20.02299186,532611,3,64.17,2021
1099,Podg鏎ze Duchackie Wola Duchacka,Krakow,1,29756,50.0146222,19.953758,419000,2,45.32,2021
1100,Bie鎍zyce,Krakow,2,25919,50.08605125,20.02922626,340000,2,38,1970
1101,Nowe Miasto Kobyle Pole abpa Walentego Dymka,Poznan,1,2810,52.3938613,16.9910647,253330,1,32.9,2022
1102,Wola,Warszawa,10,13073,52.2362379,20.9547815,813595,3,52.48,2021
1103,Nowe Miasto Rataje Os. Rusa,Poznan,4,69,52.3887164,16.9871271,420000,3,62.9,1979
1104,Bia這喚ka Wyspiarska,Warszawa,5,15271,52.3179666,20.9962469,548000,4,79,2020
1105,Podg鏎ze P豉sz闚 p趾. Ryszarda Kukli雟kiego,Krakow,2,21983,50.04450785,19.9731901,372857,2,34.46,2021
1106,Ursus,Warszawa,2,11865,52.1960985,20.8828989,549524,4,58,2022
1107,Mokot闚 ul. Zygmunta Modzelewskiego,Warszawa,9,10938,52.18535965,21.01424635,410000,1,32,1976
1108,Bie瘸n闚-Prokocim Wielicka 179,Krakow,3,27886,50.0102971,20.00857,464555,3,51.05,2021
1109,Wola Odolany Jana Kazimierza,Warszawa,4,13495,52.2245316,20.9479724,674000,2,46,2014
1110,Stare Miasto Naramowice,Poznan,0,3383,52.4496489,16.9494082,350698,2,59.26,2021
1111,Bemowo ul. Narwik,Warszawa,0,9567,52.2419339,20.8977214,999999,4,75,2016
1112,Podg鏎ze Kazimierza Siemienowicza,Krakow,3,22561,50.0380294,19.99559565,660000,3,75.1,2002
1113,Mistrzejowice,Krakow,2,29855,50.09742625,20.00960263,399977,3,50.63,2022
1114,Ursus ul. Posag 7 Panien,Warszawa,3,13473,52.2059446,20.8852777,840000,3,80,2019
1115,Mokot闚 G鏎ny Mokot闚 Wielicka,Warszawa,3,12135,52.1842522,21.0200401,1099900,2,58.46,2016
1116,Mistrzejowice,Krakow,4,23665,50.09742625,20.00960263,695457,4,83.79,2020
1117,Je篡ce ul. . Wawrzy鎍a 11,Poznan,0,5088,52.4201252,16.8956979,357050.4,2,44.52,2022
1118,Podg鏎ze Duchackie Malwowa,Krakow,4,21012,50.0165004,19.9482471,460000,2,49.2,2004
1119,Bielany ul. Rudzka 5,Warszawa,5,7706,52.27851165,20.9734368,846400,3,58.59,2021
1120,Grzeg鏎zki D鉉ie,Krakow,0,25655,50.0587985,19.9758208,380000,2,39.15,1960
1121,Wola Odolany Jana Kazimierza,Warszawa,1,12858,52.2245316,20.9479724,679000,3,61,2013
1122,D瑿niki Rzemienicza,Krakow,1,18603,50.0469432,19.99715344,529000,3,53.84,2021
1123,皋liborz,Warszawa,1,16139,52.2675944,20.9796975,360000,1,24,1965
1124,Podg鏎ze P豉sz闚 Koszykarska,Krakow,3,24389,50.0498929,19.9906026,400000,2,32,2015
1125,Bemowo,Warszawa,0,18225,52.2389738,20.9132881,669000,4,78.8,1987
1126,Grzeg鏎zki prof. Marka Stachowskiego,Krakow,7,29485,50.0661357,19.927934,1244350,3,60.7,2019
1127,Stare Miasto Pi靖kowo ul. Mateckiego,Poznan,1,6076,52.461312,16.897866,470983,4,72.47,2019
1128,Wola,Warszawa,10,16897,52.2362379,20.9547815,1807289,3,83.05,2023
1129,Stare Miasto Kazimierz,Krakow,0,27412,50.051855,19.9449466,380000,3,43,1930
1130,Pr鉅nik Bia造 Azory Radzikowskiego,Krakow,1,21340,50.0835261,19.9038175,206055,1,21.69,2020
1131,Wilan闚 Hlonda,Warszawa,0,16803,52.15849065,21.06594442,799900,2,61.65,2008
1132,Ochota Rakowiec ul. Mo責awska,Warszawa,0,17552,52.1999952,20.9795466,525000,2,42,1971
1133,Podg鏎ze Duchackie ul. Walerego S豉wka,Krakow,6,24759,50.0242313,19.959569,539000,3,60.22,2021
1134,Podg鏎ze Duchackie Wola Duchacka,Krakow,1,22150,50.0146222,19.953758,499000,3,62.28,2021
1135,Bie鎍zyce,Krakow,1,28759,50.08605125,20.02922626,549000,2,52.6,1998
1136,Nowe Miasto Staro喚ka ul. Staro喚cka 42,Poznan,4,4665,52.3692966,16.9323233,1156756,3,126.81,2020
1137,Praga-Po逝dnie Goc豉w,Warszawa,2,9600,52.2286331,21.1065722,585480,3,59.32,2022
1138,Pr鉅nik Czerwony,Krakow,1,18652,50.0859419,19.96660061,615000,3,60.51,2010
1139,Mokot闚,Warszawa,0,18104,52.1939874,21.0457809,429000,1,30,2018
1140,鏚mieie Madali雟kiego,Krakow,1,28203,50.0527679,19.9282413,972748.8,3,51.2,2020
1141,Nowa Huta os. G鏎ali,Krakow,2,27389,50.0808003,20.0379026,355000,2,52,1951
1142,Grzeg鏎zki p趾. Francesco Nullo,Krakow,0,21402,50.0596827,19.9674377,499000,2,33.5,2020
1143,Nowa Huta Czy篡ny ul. Woic闚,Krakow,3,26107,50.0469432,19.99715344,711075,4,74.85,2022
1144,Ursyn闚 Imielin,Warszawa,1,11492,52.14323005,21.03932683,510000,3,59.13,1982
1145,皋liborz,Warszawa,4,12243,52.2675944,20.9796975,355000,1,27,1971
1146,Grunwald ζzarz,Poznan,4,2249,52.40537,16.90232989,582822,2,67.77,1910
1147,Podg鏎ze Walerego S豉wka,Krakow,1,23710,50.0242313,19.959569,499000,3,62.28,2020
1148,Nowa Huta Czy篡ny Nowohucka 46,Krakow,4,30150,50.0558029,19.9993305,489847,3,52.39,2022
1149,Praga-P馧noc ul. Zachariasza,Warszawa,3,9242,52.26048,21.0590868,329000,2,33,1938
1150,Mokot闚 ul. Domaniewska 34B,Warszawa,4,9252,52.1839266,21.008725,456900,1,31.08,2022
1151,Je篡ce Wola ul. Janusza Meissnera,Poznan,4,4581,52.4181388,16.8637337,628768.6,3,79.19,2022
1152,Podg鏎ze Zab這cie Stanis豉wa Klimeckiego,Krakow,2,19956,50.0492242,19.9703793,429000,2,34.77,2021
1153,Mokot闚 Dolny Mokot闚 ul. Egejska,Warszawa,2,10432,52.1789752,21.0581283,490000,3,54,1970
1154,Mokot闚 ul. Bia貫go D瑿u 1,Warszawa,0,7792,52.183924,21.042562,858300,3,66.52,2021
1155,Pr鉅nik Bia造 Wincentego Danka,Krakow,0,19454,50.0934163,19.9257215,293702,1,24.89,2020
1156,Bronowice Ko這wa,Krakow,4,28627,50.0723622,19.898639,746000,3,62,2010
1157,Nowe Miasto G堯wna Smolna 10,Poznan,0,4798,52.4220737,16.9664866,284000,2,40,2020
1158,Stare Miasto Naramowice,Poznan,0,1182,52.4496489,16.9494082,385000,2,52,1977
1159,Je篡ce,Poznan,2,191,52.413045,16.9022122,414192,3,57.13,2021
1160,Mokot闚,Warszawa,1,8333,52.1939874,21.0457809,690000,2,45.32,2021
1161,Bronowice Na B這nie,Krakow,4,24612,50.0781015,19.8851235,440000,3,53,1976
1162,Bemowo,Warszawa,4,12039,52.2389738,20.9132881,811000,4,83.09,2022
1163,Bie瘸n闚-Prokocim Z這cie� Agatowa,Krakow,1,29599,50.0225216,20.0481276,283000,2,38.01,2021
1164,Swoszowice,Krakow,2,29970,49.98862725,19.95412045,590025,3,78.67,2014
1165,Nowe Miasto Ostr闚 Tumski Zag鏎ze 9,Poznan,2,560,52.4082397,16.9491412,550310.76,2,54.79,2021
1166,Je篡ce,Poznan,2,2222,52.413045,16.9022122,465000,3,56.5,2008
1167,Praga-Po逝dnie,Warszawa,6,17727,52.2373961,21.0712578,668000,3,60.8,1978
1168,Nowa Huta Czy篡ny Nowohucka 46,Krakow,2,30211,50.0558029,19.9993305,361415,2,35.26,2022
1169,鏚mieie Powie Zaj璚za,Warszawa,2,14901,52.2382865,21.0251236,1200000,3,80.5,1930
1170,Mokot闚 ul. Bia貫go D瑿u 1,Warszawa,0,7762,52.183924,21.042562,820300,3,58.17,2021
1171,Pr鉅nik Bia造 Azory Radzikowskiego,Krakow,1,27301,50.0835261,19.9038175,499000,2,45,1980
1172,Nowe Miasto Rataje,Poznan,6,1725,52.3901295,16.9535909,305706,2,36.71,2022
1173,Wola ul. Marcina Kasprzaka,Warszawa,2,6759,52.22729845,20.95301421,230000,1,19,2021
1174,Bielany Chomicz闚ka ul. Pabla Nerudy,Warszawa,10,13750,52.2772231,20.9251402,450000,3,56.8,1979
1175,Stare Miasto Kazimierz pl. Wolnica,Krakow,2,20484,50.0484367,19.9442508,799000,3,65,1910
1176,Rembert闚 ul. Che軛篡雟ka,Warszawa,3,9101,52.2459641,21.133045,411582.5,3,56.77,2022
1177,D瑿niki Kliny-Zacisze,Krakow,2,29472,50.00969645,19.9059018,470675,3,70.25,2021
1178,Nowa Huta Czy篡ny Nowohucka 46,Krakow,2,23903,50.0558029,19.9993305,415242,2,40.71,2022
1179,Grunwald G鏎czyn ul. Ceglana,Poznan,1,3549,52.3709933,16.8631459,478325,2,50.35,2020
1180,Wilda Sikorskiego 8/15,Poznan,3,6192,52.413833,16.9130317,399000,2,54.1,1919
1181,Podg鏎ze Duchackie ul. Wiktora Heltmana,Krakow,1,25446,50.0275818,19.9696293,630000,2,54,1970
1182,Wilan闚,Warszawa,0,13464,52.1530829,21.1104411,630000,2,50,2016
1183,Nowe Miasto Rataje,Poznan,0,4602,52.3901295,16.9535909,249314,1,29,2021
1184,Ochota,Warszawa,1,8674,52.212225,20.9726299,599000,3,64.46,2020
1185,Nowa Huta Czy篡ny,Krakow,5,30030,50.0816349,20.01649071,616140,4,68.46,2022
1186,Wola ul. Marcina Kasprzaka,Warszawa,6,6789,52.22729845,20.95301421,406000,2,37,2021
1187,Podg鏎ze P豉sz闚 ul. Myiwska,Krakow,1,21648,50.0454593,20.0002025,645000,4,71.79,2022
1188,Podg鏎ze ul. Wodna,Krakow,1,24348,50.0349925,19.9703118,277750,2,25.25,2022
1189,Bielany Stare Bielany,Warszawa,6,9744,52.2818172,20.9493596,560000,3,56,1970
1190,Zwierzyniec Wola Justowska,Krakow,0,20632,50.0650619,19.877649,2195352,5,134.73,2019
1191,Stare Miasto,Krakow,0,25695,50.0590398,19.9371683,415000,1,31.25,1936
1192,Stare Miasto Winogrady Wilczak 20,Poznan,0,6040,52.43002325,16.95269068,399395,2,52.9,2020
1193,Je篡ce Podolany Jasielska 11,Poznan,0,4504,52.44571715,16.89621412,337735,2,49.74,2018
1194,Mistrzejowice ul. Piasta Ko這dzieja,Krakow,0,23278,50.0986433,20.0132206,478629,3,59.09,2022
1195,Podg鏎ze ul. p趾. Ryszarda Kukli雟kiego 7,Krakow,3,24261,50.0469432,19.99715344,412755,2,39.31,2020
1196,Nowa Huta,Krakow,3,21125,50.08061865,20.1293322,415000,2,40,1955
1197,Podg鏎ze Duchackie Walerego S豉wka,Krakow,4,18749,50.0242313,19.959569,339000,2,32.71,2021
1198,Ursyn闚,Warszawa,1,11305,52.141039,21.0323214,397000,2,37.67,2022
1199,Wola Sitnika,Warszawa,1,9809,52.24351615,20.94788505,439000,2,39,1950
1200,Bielany S這dowiec,Warszawa,10,17578,52.2737054,20.9611986,440000,2,46.5,1967
1201,Pr鉅nik Bia造 Jab這nna,Krakow,2,24728,50.0915855,19.9553979,576135,3,61.95,2020
1202,Stare Miasto Winogrady,Poznan,2,4537,52.4348647,16.9383531,999000,4,118.09,2020
1203,Nowe Miasto Malta abp. Walentego Dymka,Poznan,2,6096,52.3938613,16.9910647,338802,2,38.96,2021
1204,Pr鉅nik Bia造,Krakow,6,27117,50.1035684,19.95360311,395770,2,41.66,2022
1205,Praga-Po逝dnie ㄆkowska,Warszawa,7,7951,52.2368782,21.1124042,470000,2,48,1978
1206,Praga-Po逝dnie Goc豉w,Warszawa,5,8398,52.2286331,21.1065722,502944,2,44.88,2022
1207,Bia這喚ka,Warszawa,2,14056,52.3196649,21.0211773,440000,2,40,2011
1208,Krowodrza,Krakow,2,24388,50.07087985,19.91656312,575000,4,64,1980
1209,Praga-Po逝dnie ul. Tadeusza Rechniewskiego,Warszawa,7,13270,52.225504,21.1034406,620000,3,65,1990
1210,Targ闚ek Br鏚no Wac豉wa Tokarza,Warszawa,10,8437,52.2971384,21.0477058,459000,3,46.4,1974
1211,Nowa Huta Czy篡ny,Krakow,0,26268,50.0816349,20.01649071,898000,4,99.85,2010
1212,Mistrzejowice ul. Piasta Ko這dzieja,Krakow,2,23316,50.0986433,20.0132206,492969,3,67.53,2022
1213,Podg鏎ze Duchackie ㄆ篡cka,Krakow,10,27269,50.0128756,19.9723572,435000,3,57,1980
1214,Nowe Miasto Malta ul. Katowicka,Poznan,1,5710,52.3973449,16.9619394,430695,3,50.67,2022
1215,D瑿niki Ruczaj dr. Jana Piltza,Krakow,1,20441,50.0076191,19.8888826,445563,3,47.91,2022
1216,Bia這喚ka Tarchomin,Warszawa,2,12040,52.32069265,20.97083387,309700,2,35.02,2022
1217,Pr鉅nik Bia造 Stefana Banacha,Krakow,2,24533,50.1015333,19.9640995,681059,4,79.64,2020
1218,Podg鏎ze P豉sz闚,Krakow,3,23804,50.0345327,19.9754459,291000,1,29.31,2022
1219,D瑿niki Rzemienicza,Krakow,0,18645,50.0469432,19.99715344,499000,2,40.86,2020
1220,Praga-Po逝dnie Goc豉w Kompasowa,Warszawa,0,13758,52.2313624,21.0842298,520000,5,79.51,1999
1221,Praga-Po逝dnie Grochowska,Warszawa,5,13233,52.2497745,21.1068857,1235700,4,101.11,2022
1222,Mokot闚,Warszawa,8,15643,52.1939874,21.0457809,504000,2,42,1979
1223,Bie瘸n闚-Prokocim Malachitowa,Krakow,2,20860,50.0190594,20.0536229,316000,3,54.5,2022
1224,皋liborz Sady 皋liborskie,Warszawa,2,7413,52.2584249,20.967545,516000,2,42,1971
1225,Mistrzejowice,Krakow,0,27367,50.09742625,20.00960263,354351,2,40.73,2022
1226,Ochota,Warszawa,3,12624,52.212225,20.9726299,320000,1,18,1923
1227,Praga-Po逝dnie ul. Osiecka 57,Warszawa,4,14476,52.24078885,21.10614216,522684,2,47.56,2020
1228,Podg鏎ze ul. Stanis豉wa Klimeckiego,Krakow,2,24872,50.0492242,19.9703793,699000,3,75.86,2021
1229,Nowa Huta Czy篡ny os. Dywizjonu 303,Krakow,0,25786,50.0818649,20.0122791,460000,2,39.65,2019
1230,Bie瘸n闚-Prokocim Nefrytowa,Krakow,3,20024,50.0206928,20.0476759,321000,3,63,2021
1231,Podg鏎ze,Krakow,0,28098,50.0430999,19.9529614,369000,1,28,2020
1232,Bia這喚ka Odkryta,Warszawa,2,11541,52.3275351,20.93668,495000,3,65,2020
1233,Je篡ce Winiary,Poznan,0,4936,52.42260185,16.91753001,766300,4,94.74,2020
1234,Stare Miasto Retoryka,Krakow,4,28757,50.0580096,19.9284227,1055000,3,88,1900
1235,Je篡ce So豉cz ul. Grudzieniec,Poznan,0,1179,52.4180449,16.9101828,229000,1,31.1,1930
1236,Wawer ul. Przylaszczkowa,Warszawa,0,11893,52.1545742,21.1945313,308700,2,41.16,2022
1237,Ochota Rakowiec,Warszawa,4,13434,52.20055095,20.974801,460000,2,35.1,1970
1238,Grunwald ζzarz ul. J霩efa Che軛o雟kiego,Poznan,4,545,52.3999006,16.898956,428151,1,33.19,1910
1239,皋liborz Przasnyska,Warszawa,5,10248,52.25935895,20.96766138,940000,2,45,2015
1240,Stare Miasto Winogrady Wilczak 20,Poznan,3,6043,52.43002325,16.95269068,458440,3,58.4,2020
1241,Nowe Miasto Malta ul. Katowicka,Poznan,0,4955,52.3973449,16.9619394,360090,2,40.01,2022
1242,Mokot闚,Warszawa,1,13201,52.1939874,21.0457809,729000,2,52,1938
1243,Bielany,Warszawa,1,12496,52.2776126,20.9472054,370000,1,30,2000
1244,Podg鏎ze Rydl闚ka,Krakow,1,25741,50.08780725,19.87804607,908019,5,104.37,2022
1245,Ursyn闚 Kabaty Stefana Dembego,Warszawa,3,17720,52.1340811,21.0697292,1390000,4,124.29,2010
1246,Wilda Dolna Wilda,Poznan,4,1105,52.3853564,16.9143797,758475,3,101.13,1905
1247,Nowe Miasto Ostr闚 Tumski Zag鏎ze 9,Poznan,1,4330,52.4082397,16.9491412,503150.4,2,49.04,2021
1248,Krakow ma這polskie,Krakow,2,21862,50.0917147,20.0012344,345000,3,47.2,1971
1249,Krowodrza,Krakow,1,23909,50.07087985,19.91656312,850090,5,126.69,2020
1250,Wola Juliana Konstantego Ordona,Warszawa,1,13681,52.2247928,20.9525803,523161,2,45.75,2021
1251,Grzeg鏎zki,Krakow,0,30278,50.06497215,19.96882552,463320,2,38.61,2021
1252,Stare Miasto Winogrady,Poznan,3,862,52.4348647,16.9383531,393285,2,50.05,2020
1253,Stare Miasto Stary Rynek Karmelicka,Poznan,1,4301,52.3999974,16.9332236,450000,3,61.5,1964
1254,D瑿niki Kobierzyn Chmieleniec,Krakow,3,28500,50.0169734,19.8980125,799000,4,84,2003
1255,Bia這喚ka G喚bocka,Warszawa,2,9429,52.3234679,21.0670915,459000,2,54.5,2010
1256,Targ闚ek Br鏚no Piotra Wysockiego,Warszawa,1,7447,52.2900258,21.0300729,565000,3,63.5,2000
1257,Nowe Miasto Rataje ul. Wagrowska,Poznan,1,1569,52.3789966,16.9442442,313276,2,38.48,2022
1258,Podg鏎ze Rybitwy Golik闚ka,Krakow,1,24480,50.0469994,20.0234836,295000,2,45,2019
1259,Praga-Po逝dnie Goc豉w pl. Plac Tadeusza Kotarbi雟kiego,Warszawa,2,8166,52.22067995,21.09970493,509000,3,59.77,1985
1260,Wola,Warszawa,6,15868,52.2362379,20.9547815,1050000,3,78,2008
1261,Je篡ce,Poznan,0,1649,52.413045,16.9022122,821105,3,84.65,2020
1262,Podg鏎ze Duchackie Walerego S豉wka,Krakow,7,24146,50.0242313,19.959569,419000,2,46.7,2021
1263,Targ闚ek Br鏚no Bazylia雟ka,Warszawa,8,15013,52.292064,21.0201493,399000,2,38,1975
1264,Ochota Rakowiec,Warszawa,2,13118,52.20055095,20.974801,400000,2,37,1965
1265,Krowodrza al. Juliusza S這wackiego,Krakow,3,27557,50.0740789,19.9352902,1160000,4,124,1930
1266,Bronowice ul. Bronowicka,Krakow,1,20388,50.0778251,19.90068099,600484,2,49.22,2022
1267,Praga-Po逝dnie ul. Augustyna Kordeckiego,Warszawa,0,7957,52.2433144,21.1025241,529000,3,44,1959
1268,Mokot闚 Stegny Pory,Warszawa,10,15088,52.2319581,21.0067249,2900000,5,280,2003
1269,Praga-Po逝dnie,Warszawa,4,17901,52.2373961,21.0712578,524000,3,46.05,2020
1270,Mistrzejowice os. Bohater闚 Wrzeia,Krakow,2,29445,50.0987686,20.0125241,599000,3,76.75,1997
1271,鏚mieie,Warszawa,5,18089,52.2328098,21.019067,6600000,5,180,2010
1272,Grunwald Jeleniog鏎ska,Poznan,0,744,52.394455,16.8437222,499000,3,67.53,2022
1273,Podg鏎ze,Krakow,3,29150,50.0430999,19.9529614,899000,3,72,2010
1274,Wilan闚 Aleja Rzeczypospolitej,Warszawa,5,11199,52.1537994,21.0822817,2500000,4,126.6,2009
1275,Grzeg鏎zki,Krakow,2,26384,50.06497215,19.96882552,506380,2,36.17,2021
1276,Pr鉅nik Bia造 Ludomira R騜yckiego,Krakow,8,21537,50.0888224,19.9100185,325000,2,36.9,1970
1277,Stare Miasto Winogrady,Poznan,0,6007,52.4348647,16.9383531,408969,2,56.1,2020
1278,ζgiewniki-Borek Fa喚cki,Krakow,2,22117,50.0199633,19.9294446,338465,2,47.68,1920
1279,Grunwald Jeleniog鏎ska 1/3,Poznan,3,5589,52.404212,16.882542,704538,4,86.98,2021
1280,Praga-Po逝dnie Wiatraczna,Warszawa,4,7904,52.2488095,21.0843495,519000,2,44,1935
1281,Stare Miasto,Poznan,2,1721,52.4087213,16.9336538,337000,1,31,1930
1282,Stare Miasto,Krakow,4,28133,50.0590398,19.9371683,217050,1,14.47,2021
1283,Bia這喚ka Tarchomin Aluzyjna,Warszawa,0,12675,52.3441913,20.943039,311000,1,30,2021
1284,Je篡ce Strzeszyn 皋軟ierzy Wykl皻ych,Poznan,2,1294,52.4457665,16.8702538,426952,3,59.2,2021
1285,Praga-P馧noc,Warszawa,4,7928,52.2648843,21.0273442,549000,3,58.33,2021
1286,Wola,Warszawa,1,13730,52.2362379,20.9547815,379000,1,28,1953
1287,Praga-Po逝dnie Goc豉w,Warszawa,4,9969,52.2286331,21.1065722,496740,2,44.94,2022
1288,Wola ul. Marcina Kasprzaka,Warszawa,2,6765,52.22729845,20.95301421,230000,1,19,2021
1289,Ursyn闚 ul. Zwi頊ku Walki M這dych,Warszawa,0,16927,52.1608918,21.0376685,670000,3,61,1980
1290,Krowodrza Wroc豉wska,Krakow,1,21860,50.0781206,19.9237274,718245,3,72.55,2019
1291,Podg鏎ze Kalwaryjska,Krakow,1,27468,50.0443141,19.9480456,299000,2,38,2020
1292,Wola Erazma Cio趾a,Warszawa,2,9612,52.2438818,20.9444741,570000,2,37.6,1962
1293,鏚mieie al. Aleje Jerozolimskie,Warszawa,4,9137,52.22876935,21.00335621,530000,2,38.5,1967
1294,Pr鉅nik Bia造 Bociana,Krakow,2,20007,50.0923296,19.9560406,750000,3,79,2015
1295,Ursyn闚 Beli Bartoka,Warszawa,2,6497,52.1622031,21.0281157,589000,3,62,1976
1296,Nowe Miasto Rataje os. Oiecenia,Poznan,4,708,52.4006632,16.91973259,415000,3,57,1970
1297,Podg鏎ze P豉sz闚 Seweryna Goszczy雟kiego,Krakow,0,25220,50.0372338,19.9917518,472629.5,3,49.49,2021
1298,wielkopolskie,Poznan,2,934,52.4006632,16.91973259,388000,3,55.5,2021
1299,Zwierzyniec Salwator gen. Tadeusza Koiuszki,Krakow,2,21070,50.0469432,19.99715344,549000,2,31.44,2022
1300,Nowa Huta Czy篡ny ul. So速ysowska,Krakow,1,21579,50.0605887,20.0240353,320892,2,31.46,2022
1301,W這chy ul. ks. Juliana Chroickiego,Warszawa,4,7907,52.2319581,21.0067249,670000,3,65.1,2013
1302,鏚mieie Zenona Klemensiewicza,Krakow,1,21953,50.0814925,19.9500226,229802,1,15.34,2021
1303,Wzg鏎za Krzes豉wickie ul.Gustawa Morcinka,Krakow,2,26769,50.1047809,20.0362743,267457,2,37.67,2022
1304,wielkopolskie,Poznan,0,5451,52.4006632,16.91973259,460400,3,56.31,2020
1305,Mistrzejowice Bohater闚 Wrzeia,Krakow,3,27447,50.0987686,20.0125241,752265,5,103.5,2020
1306,Pr鉅nik Bia造 G鏎ka Narodowa Stefana Banacha,Krakow,1,20460,50.1015333,19.9640995,480897.57,3,65.37,2020
1307,Bielany Wrzeciono Tadeusza Gajcego,Warszawa,10,7077,52.2916245,20.9337431,399000,2,36.9,1971
1308,Pr鉅nik Bia造 G鏎ka Narodowa Kuicy Ko陶靖ajowskiej,Krakow,5,21543,50.0974858,19.9592694,379000,2,38.2,2005
1309,Mokot闚 ul. Domaniewska 34B,Warszawa,3,9177,52.1839266,21.008725,900800,4,79.41,2022
1310,Praga-P馧noc ul. Szwedzka,Warszawa,1,12264,52.2634539,21.0453302,625697.6,2,53.57,2022
1311,Bia這喚ka ul. Leona Berensona,Warszawa,1,8418,52.3246245,21.0547602,376500,3,56.77,2020
1312,鏚mieie Wsp鏊na,Warszawa,4,10744,52.2456729,21.1811095,720000,1,38.5,1951
1313,皋liborz Rudzka,Warszawa,1,6362,52.2789445,20.9705271,728800,3,61.2,2021
1314,Praga-Po逝dnie Grochowska,Warszawa,4,17798,52.2497745,21.1068857,241385,1,24.34,2021
1315,鏚mieie Powie ul. Solec,Warszawa,3,14472,52.2310219,21.0374508,600000,2,48.54,1938
1316,Bemowo G鏎czewska,Warszawa,6,15345,52.2388249,20.9139604,480000,2,41.23,2008
1317,Stare Miasto Centrum ul. Karpia,Poznan,0,78,52.4449107,16.9490349,295000,2,43.09,2021
1318,Centrum ul. Szpitalna,Warszawa,5,6552,52.2329302,21.0149614,3000000,5,170,1880
1319,Bemowo,Warszawa,2,6591,52.2389738,20.9132881,699000,3,71,2004
1320,Wola ul. Magistracka,Warszawa,2,17557,52.2470186,20.9532873,615000,3,63,1949
1321,Bemowo ul. Syn闚 Pu趾u,Warszawa,2,17285,52.2232384,20.9205263,319000,2,30,1975
1322,Wola ul. Jana D逝gosza,Warszawa,1,6389,52.240807,20.9705591,449800,1,38,1960
1323,Stare Miasto ul Opie雟kiego 12,Poznan,2,6141,52.46002075,16.92329308,509745,3,59.97,2020
1324,Stare Miasto Centrum ul. Mieczys豉wa Niedzia趾owskiego,Poznan,0,3886,52.3993455,16.9246072,293700,1,26.7,2020
1325,Nowe Miasto Rataje,Poznan,2,1127,52.3901295,16.9535909,335806,2,40.21,2022
